,Agente1,Agente2,ClientesComun
3905,3999,26931,1
3906,852,10720,1
3907,13038,17093,1
3908,19444,25491,1
3909,529,14563,1
3910,13562,27918,1
3911,3177,9622,1
3912,15765,20026,1
3913,18253,19104,1
3914,19741,19765,1
3915,6098,15787,1
3916,25163,30029,1
3917,15525,28733,1
3918,24723,29140,1
3919,13082,13312,1
3920,20141,27744,1
3921,10989,12067,1
3922,16060,18865,1
3923,7994,10101,1
3924,20671,25496,1
3925,19710,21240,1
3926,2419,13325,1
3927,20892,30427,1
3928,12103,26765,1
3929,14930,25749,1
3930,12820,24168,1
3931,11348,17769,1
3932,17991,25801,1
3933,18791,20936,1
3934,29361,30427,1
3935,13751,24377,1
3936,20017,24324,1
3937,18407,19765,1
3938,2320,30612,1
3939,2753,13941,1
3940,15743,23952,1
3941,6008,25076,1
3942,11106,14451,1
3943,1261,26267,1
3944,16060,21101,1
3945,10678,21254,1
3946,12016,13364,1
3947,9517,29987,1
3948,14982,30621,1
3949,15243,24377,1
3950,14733,23623,1
3951,24520,30158,1
3952,4605,6774,1
3953,21861,25076,1
3954,12347,21662,1
3955,6605,18810,1
3956,11026,12950,1
3957,10133,24360,1
3958,16812,26185,1
3959,9241,21026,1
3960,13145,19374,1
3961,24520,27821,1
3962,21697,28109,1
3963,6605,9274,1
3964,9404,15011,1
3965,257,22493,1
3966,7728,20203,1
3967,18536,27150,1
3968,9243,17390,1
3969,18500,27326,1
3970,18804,27782,1
3971,7728,10157,1
3972,21837,26521,1
3973,5023,18356,1
3974,18526,24600,1
3975,18341,25758,1
3976,6924,25223,1
3977,18025,18703,1
3978,6291,20477,1
3979,17614,30292,1
3980,8351,12257,1
3981,9201,18854,1
3982,20769,30829,1
3983,8191,24116,1
3984,21043,26326,1
3985,6065,21662,1
3986,20912,24095,1
3987,15318,25256,1
3988,15302,23494,1
3989,4232,23536,1
3990,1526,7732,1
3991,5465,14860,1
3992,22027,24458,1
3993,22087,26773,1
3994,24640,29349,1
3995,8556,19536,1
3996,10268,19321,1
3997,4735,25288,1
3998,17093,21881,1
3999,3178,21637,1
4000,10241,27397,1
4001,11913,18700,1
4002,12325,14336,1
4003,16785,26533,1
4004,2044,25318,1
4005,598,19667,1
4006,11348,18465,1
4007,12783,23771,1
4008,19366,30439,1
4009,10376,16240,1
4010,19351,20761,1
4011,14337,15331,1
4012,18804,21070,1
4013,22107,26164,1
4014,495,1536,1
4015,16753,18921,1
4016,11151,25413,1
4017,21464,26579,1
4018,6603,26400,1
4019,18177,24306,1
4020,14099,14347,1
4021,3708,8351,1
4022,9003,10149,1
4023,22588,25488,1
4024,14293,18700,1
4025,7870,22543,1
4026,22224,25641,1
4027,20312,21096,1
4028,3900,15244,1
4029,10268,11880,1
4030,22290,24095,1
4031,2392,8981,1
4032,12774,15194,1
4033,20904,26995,1
4034,7195,12955,1
4035,20250,22650,1
4036,21742,24095,1
4037,20243,23025,1
4038,10111,27883,1
4039,20958,26789,1
4040,15974,25393,1
4041,18107,27062,1
4042,6510,13075,1
4043,8843,23614,1
4044,6830,29655,1
4045,16884,24667,1
4046,7484,16884,1
4047,9060,24555,1
4048,7037,9410,1
4049,16442,22555,1
4050,17278,19490,1
4051,8164,25483,1
4052,18309,25069,1
4053,10376,21693,1
4054,12883,16442,1
4055,5434,13038,1
4056,14320,24423,1
4057,8404,15237,1
4058,15169,21269,1
4059,11030,27243,1
4060,13965,25163,1
4061,2721,14928,1
4062,11910,24712,1
4063,1089,19296,1
4064,14629,14918,1
4065,11082,16153,1
4066,410,26267,1
4067,12325,18221,1
4068,13038,18804,1
4069,9771,22443,1
4070,19312,26521,1
4071,12396,25330,1
4072,15749,26105,1
4073,17423,21662,1
4074,17149,17746,1
4075,22809,25272,1
4076,18030,29054,1
4077,16569,27247,1
4078,2377,26146,1
4079,12693,18544,1
4080,17425,23626,1
4081,22985,29054,1
4082,5693,25639,1
4083,10271,29094,1
4084,15275,19746,1
4085,11420,14497,1
4086,3020,29376,1
4087,13314,23778,1
4088,255,11019,1
4089,3547,24315,1
4090,2362,26756,1
4091,10072,10102,1
4092,2214,9577,1
4093,15839,21662,1
4094,14085,15224,1
4095,17278,27914,1
4096,16442,26740,1
4097,8064,30575,1
4098,25983,31013,1
4099,11304,19416,1
4100,17312,18865,1
4101,13939,26740,1
4102,3288,19416,1
4103,19489,21572,1
4104,16143,24044,1
4105,14831,31164,1
4106,3086,15913,1
4107,15768,19710,1
4108,21839,25288,1
4109,14339,31142,1
4110,8134,24490,1
4111,16555,26558,1
4112,10111,18735,1
4113,9026,20079,1
4114,15495,20338,1
4115,15736,19791,1
4116,20053,24377,1
4117,21409,24377,1
4118,16261,28110,1
4119,18200,26127,1
4120,19479,27488,1
4121,4992,24761,1
4122,12994,21603,1
4123,9171,10047,1
4124,10576,18794,1
4125,15003,17940,1
4126,21742,25569,1
4127,15243,25910,1
4128,12611,21905,1
4129,12548,14971,1
4130,19392,22848,1
4131,17674,17926,1
4132,10149,18750,1
4133,7051,22819,1
4134,7364,24833,1
4135,3177,30906,1
4136,18356,19537,1
4137,457,17434,1
4138,23988,29138,1
4139,4744,24377,1
4140,13230,24414,1
4141,19485,29812,1
4142,20920,22848,1
4143,1703,27361,1
4144,8659,26806,1
4145,12180,22617,1
4146,9823,19710,1
4147,2420,7336,1
4148,5574,16620,1
4149,11697,16286,1
4150,17111,26834,1
4151,15409,26543,1
4152,12398,25840,1
4153,20065,26543,1
4154,17777,28210,1
4155,14318,25029,1
4156,17169,25520,1
4157,18309,21572,1
4158,20904,24377,1
4159,10149,17572,1
4160,13217,26420,1
4161,9183,11157,1
4162,16076,24887,1
4163,12883,18420,1
4164,13233,25910,1
4165,17334,21603,1
4166,2820,15772,1
4167,8002,21780,1
4168,7371,26106,1
4169,15090,20842,1
4170,145,13594,1
4171,13210,21662,1
4172,10413,18332,1
4173,17700,21053,1
4174,3962,28484,1
4175,3044,11022,1
4176,2930,14306,1
4177,6404,19976,1
4178,4615,25863,1
4179,8333,17069,1
4180,8506,13028,1
4181,17746,30550,1
4182,12410,15830,1
4183,4309,19985,1
4184,18030,27921,1
4185,17416,26992,1
4186,18536,22825,1
4187,18344,30427,1
4188,18107,26292,1
4189,16483,23944,1
4190,19728,23994,1
4191,13092,15979,1
4192,16833,18874,1
4193,255,18623,1
4194,8335,11624,1
4195,9878,26434,1
4196,15791,27237,1
4197,14962,26993,1
4198,10268,15429,1
4199,16073,20369,1
4200,4450,19590,1
4201,10898,18731,1
4202,3149,10268,1
4203,2068,25824,1
4204,11050,21695,1
4205,19726,25252,1
4206,6006,14060,1
4207,9733,25142,1
4208,9317,25076,1
4209,21311,23623,1
4210,21626,23944,1
4211,24251,31095,1
4212,7119,25801,1
4213,20113,25441,1
4214,2986,20684,1
4215,10207,22462,1
4216,4044,6098,1
4217,14867,26740,1
4218,10852,29054,1
4219,15804,16193,1
4220,15270,22050,1
4221,12507,24605,1
4222,14320,23828,1
4223,5038,25561,1
4224,16612,29520,1
4225,14959,20916,1
4226,4944,17817,1
4227,17831,25801,1
4228,15612,25163,1
4229,10601,20787,1
4230,5552,11222,1
4231,1799,21858,1
4232,10690,24095,1
4233,14055,26756,1
4234,12955,13716,1
4235,18332,22452,1
4236,1536,18235,1
4237,8987,15521,1
4238,19119,27556,1
4239,4798,15569,1
4240,10442,16547,1
4241,6098,13315,1
4242,7992,26653,1
4243,15384,18648,1
4244,20055,27976,1
4245,13375,26740,1
4246,1542,15368,1
4247,2300,19731,1
4248,20501,27918,1
4249,25393,30123,1
4250,255,26756,1
4251,17545,24095,1
4252,12883,20956,1
4253,16022,30076,1
4254,10210,15085,1
4255,11326,20508,1
4256,2060,15200,1
4257,17822,28210,1
4258,19640,21662,1
4259,9546,17102,1
4260,16558,25370,1
4261,2930,19197,1
4262,3582,18735,1
4263,15874,25801,1
4264,18449,27345,1
4265,11677,21695,1
4266,2932,13676,1
4267,6006,18755,1
4268,16453,16855,1
4269,14348,18804,1
4270,11441,14590,1
4271,14959,20891,1
4272,22807,27017,1
4273,18190,26688,1
4274,17174,24377,1
4275,25779,28701,1
4276,1080,14177,1
4277,20718,26582,1
4278,5640,11441,1
4279,10676,10811,1
4280,43,25953,1
4281,17741,31061,1
4282,13398,17423,1
4283,19402,24377,1
4284,9283,16905,1
4285,12189,30292,1
4286,3854,24950,1
4287,19534,23623,1
4288,423,4833,1
4289,18107,21662,1
4290,12121,15737,1
4291,10923,30439,1
4292,18939,25910,1
4293,10609,26900,1
4294,27991,28632,1
4295,9317,18865,1
4296,10526,25779,1
4297,8409,9060,1
4298,12994,26543,1
4299,15882,23680,1
4300,18071,25709,1
4301,14590,16390,1
4302,18764,23242,1
4303,2111,27330,1
4304,361,15625,1
4305,11902,17884,1
4306,14497,15243,1
4307,22603,25394,1
4308,14707,15292,1
4309,20265,23536,1
4310,9265,27422,1
4311,18842,30754,1
4312,2420,10270,1
4313,20098,20976,1
4314,20022,26917,1
4315,1865,23745,1
4316,12511,15591,1
4317,17551,19792,1
4318,16700,18804,1
4319,2241,15873,1
4320,16033,19447,1
4321,10488,24796,1
4322,15875,22829,1
4323,3177,10678,1
4324,15777,19119,1
4325,3582,14668,1
4326,6839,25252,1
4327,9735,20684,1
4328,17964,24928,1
4329,18208,24624,1
4330,10622,25076,1
4331,7634,18408,1
4332,18536,24857,1
4333,14301,17416,1
4334,3849,28861,1
4335,6527,14111,1
4336,11348,18804,1
4337,429,29076,1
4338,19416,27635,1
4339,5186,11947,1
4340,11308,25205,1
4341,24042,31216,1
4342,13214,18700,1
4343,16384,16510,1
4344,1730,27255,1
4345,2107,12058,1
4346,15803,26977,1
4347,10179,25129,1
4348,9104,21213,1
4349,20768,26806,1
4350,5552,16806,1
4351,14144,29267,1
4352,12722,17423,1
4353,21573,26932,1
4354,14568,19471,1
4355,15855,22595,1
4356,16885,24095,1
4357,11297,14417,1
4358,20768,26200,1
4359,18309,21337,1
4360,3177,14135,1
4361,7954,20711,1
4362,1169,14117,1
4363,12816,22016,1
4364,15772,28442,1
4365,16380,26297,1
4366,10066,22500,1
4367,6569,18017,1
4368,18219,26442,1
4369,19742,24141,1
4370,416,23244,1
4371,21077,26434,1
4372,19,11230,1
4373,14421,28942,1
4374,21236,26799,1
4375,22224,27865,1
4376,22392,23449,1
4377,17083,25063,1
4378,6622,21603,1
4379,431,4419,1
4380,17999,18356,1
4381,6049,25946,1
4382,6169,15270,1
4383,21602,25252,1
4384,773,12189,1
4385,405,30439,1
4386,9280,18537,1
4387,3267,9280,1
4388,21955,23416,1
4389,18972,20508,1
4390,16240,16368,1
4391,12437,19129,1
4392,12950,14629,1
4393,12331,22819,1
4394,17117,27858,1
4395,431,19288,1
4396,10609,22205,1
4397,15451,30002,1
4398,6006,11928,1
4399,2300,16595,1
4400,10215,24324,1
4401,28132,29401,1
4402,562,24523,1
4403,3313,17999,1
4404,14117,14458,1
4405,20905,26543,1
4406,1588,22555,1
4407,20065,24377,1
4408,10878,18735,1
4409,4880,12535,1
4410,6023,6296,1
4411,15266,15886,1
4412,4808,29502,1
4413,289,14715,1
4414,14843,15914,1
4415,11415,21997,1
4416,16146,26800,1
4417,14423,15070,1
4418,14654,24624,1
4419,15886,26805,1
4420,13998,30054,1
4421,12722,14867,1
4422,3900,15384,1
4423,19008,23944,1
4424,4845,26333,1
4425,368,11472,1
4426,2420,14842,1
4427,9883,28110,1
4428,10601,29812,1
4429,21147,26543,1
4430,3600,28004,1
4431,18449,26005,1
4432,14078,14135,1
4433,19513,26995,1
4434,2646,14402,1
4435,18449,24493,1
4436,16264,19280,1
4437,4094,24817,1
4438,6493,13498,1
4439,17629,21662,1
4440,11026,16442,1
4441,9709,23100,1
4442,29,20471,1
4443,12321,15095,1
4444,8004,25362,1
4445,8137,8556,1
4446,18219,19710,1
4447,7286,27139,1
4448,2775,19105,1
4449,14648,21553,1
4450,24474,27774,1
4451,15004,23182,1
4452,14971,26826,1
4453,3883,16080,1
4454,3313,20888,1
4455,6098,20526,1
4456,1861,10694,1
4457,19440,30576,1
4458,16097,19730,1
4459,16399,26267,1
4460,13340,24377,1
4461,21937,24887,1
4462,15003,24004,1
4463,8984,21340,1
4464,13716,19280,1
4465,18184,25313,1
4466,17346,25229,1
4467,13799,29786,1
4468,15098,29274,1
4469,19496,24084,1
4470,18356,18394,1
4471,8122,15653,1
4472,10038,19078,1
4473,3663,16996,1
4474,9775,11768,1
4475,13557,17445,1
4476,9986,11787,1
4477,20877,25142,1
4478,7195,8280,1
4479,293,21698,1
4480,18136,23623,1
4481,11308,15821,1
4482,8410,19323,1
4483,18218,23826,1
4484,14569,24975,1
4485,368,1927,1
4486,13493,18415,1
4487,5292,9375,1
4488,13834,18700,1
4489,14029,26696,1
4490,19049,23208,1
4491,12498,22600,1
4492,10048,17075,1
4493,10885,25367,1
4494,4662,22555,1
4495,15933,26124,1
4496,4663,25710,1
4497,14117,29444,1
4498,4262,25142,1
4499,8646,19123,1
4500,19640,21020,1
4501,5267,8556,1
4502,8579,27517,1
4503,21837,26644,1
4504,13527,20788,1
4505,19489,20257,1
4506,18537,27216,1
4507,8147,25393,1
4508,4343,14420,1
4509,12520,24905,1
4510,7342,15243,1
4511,5192,22780,1
4512,11390,19288,1
4513,6868,13781,1
4514,4856,12726,1
4515,15768,18356,1
4516,18843,22601,1
4517,11950,16554,1
4518,13826,23969,1
4519,6510,21051,1
4520,21110,29982,1
4521,4242,18537,1
4522,4026,12883,1
4523,14333,28105,1
4524,14333,15467,1
4525,1887,23754,1
4526,10937,17818,1
4527,78,23623,1
4528,14648,25326,1
4529,10048,12344,1
4530,19008,24887,1
4531,2712,3663,1
4532,8335,26257,1
4533,18133,27141,1
4534,17232,26267,1
4535,16442,25801,1
4536,12997,25156,1
4537,25637,27588,1
4538,3012,7331,1
4539,4266,15198,1
4540,9238,21603,1
4541,18356,18623,1
4542,22800,30427,1
4543,14146,19275,1
4544,9238,26543,1
4545,3713,5830,1
4546,10601,21185,1
4547,15855,30661,1
4548,5552,29155,1
4549,16858,24721,1
4550,17614,24414,1
4551,11308,30439,1
4552,2798,19626,1
4553,13021,22124,1
4554,7988,15395,1
4555,12858,18159,1
4556,14571,15249,1
4557,6605,17940,1
4558,19739,22805,1
4559,1722,13738,1
4560,15761,17278,1
4561,11820,19028,1
4562,4242,18184,1
4563,2833,18865,1
4564,2214,20945,1
4565,15974,25370,1
4566,18464,23699,1
4567,20428,25393,1
4568,4653,17801,1
4569,10885,22171,1
4570,15791,26740,1
4571,10676,26383,1
4572,16538,29054,1
4573,18103,25941,1
4574,2932,18398,1
4575,11348,22614,1
4576,1267,26580,1
4577,17578,24828,1
4578,18841,26712,1
4579,15167,23210,1
4580,10215,18122,1
4581,18380,27262,1
4582,13364,16912,1
4583,18851,23242,1
4584,18615,23441,1
4585,9972,12379,1
4586,6172,15384,1
4587,10014,28189,1
4588,12407,26211,1
4589,14630,16555,1
4590,4880,15588,1
4591,1387,20157,1
4592,14568,21591,1
4593,13578,25106,1
4594,10024,26594,1
4595,2986,29054,1
4596,1736,5459,1
4597,996,24794,1
4598,8511,18184,1
4599,16895,26484,1
4600,12955,25638,1
4601,18334,24377,1
4602,14818,27710,1
4603,27858,30292,1
4604,22931,29138,1
4605,9921,18595,1
4606,16464,25393,1
4607,22713,29975,1
4608,16781,19119,1
4609,1902,25955,1
4610,8064,20508,1
4611,17258,30657,1
4612,16206,24377,1
4613,14740,17146,1
4614,23327,30385,1
4615,2477,11533,1
4616,10377,24616,1
4617,4208,16041,1
4618,21633,25333,1
4619,7865,18118,1
4620,22990,31286,1
4621,4183,24486,1
4622,14029,25163,1
4623,27522,28189,1
4624,10139,17566,1
4625,4,30292,1
4626,6605,8398,1
4627,21334,25631,1
4628,2757,20235,1
4629,17278,20668,1
4630,16594,16985,1
4631,4176,6510,1
4632,11547,25393,1
4633,17970,18804,1
4634,14918,26740,1
4635,1654,16912,1
4636,11011,19217,1
4637,6907,10365,1
4638,20466,29696,1
4639,1271,19805,1
4640,17646,22543,1
4641,2477,26969,1
4642,12379,22332,1
4643,24241,30495,1
4644,8102,19689,1
4645,14842,16768,1
4646,1793,3938,1
4647,10268,17543,1
4648,21042,26981,1
4649,19742,25557,1
4650,21837,27243,1
4651,11715,20842,1
4652,10681,25393,1
4653,17135,22140,1
4654,10231,22721,1
4655,6006,18415,1
4656,1252,18700,1
4657,5457,19731,1
4658,2790,25305,1
4659,12498,15661,1
4660,20892,25637,1
4661,1738,27677,1
4662,10293,11527,1
4663,14881,17586,1
4664,21240,25163,1
4665,21446,27710,1
4666,10139,13716,1
4667,21105,24597,1
4668,6277,31215,1
4669,20449,25393,1
4670,7331,17714,1
4671,13943,31163,1
4672,16024,24518,1
4673,18117,25801,1
4674,19004,25637,1
4675,20891,31249,1
4676,1115,2186,1
4677,4374,15615,1
4678,3890,13172,1
4679,15429,23589,1
4680,858,6510,1
4681,13990,14842,1
4682,16116,26350,1
4683,8986,28473,1
4684,27066,30584,1
4685,3646,25163,1
4686,6270,10681,1
4687,6294,23970,1
4688,10645,22953,1
4689,28827,29054,1
4690,361,13450,1
4691,3206,8409,1
4692,9104,19574,1
4693,15398,18030,1
4694,15959,26666,1
4695,8556,19321,1
4696,12004,26955,1
4697,343,19941,1
4698,11441,12498,1
4699,15725,18320,1
4700,21143,25641,1
4701,18100,25252,1
4702,19489,26434,1
4703,298,25606,1
4704,12976,14493,1
4705,21106,25637,1
4706,10761,21548,1
4707,3612,8556,1
4708,14590,30854,1
4709,2766,5029,1
4710,6251,14318,1
4711,11062,23623,1
4712,20053,25393,1
4713,9526,11631,1
4714,25296,27999,1
4715,7994,14297,1
4716,14145,28131,1
4717,28068,30427,1
4718,18080,23838,1
4719,18296,23441,1
4720,14145,14842,1
4721,1177,27539,1
4722,19321,24524,1
4723,22859,26918,1
4724,4730,15270,1
4725,1665,20868,1
4726,14135,21254,1
4727,21276,30292,1
4728,12625,14520,1
4729,18356,19003,1
4730,19489,24616,1
4731,10674,15270,1
4732,151,14506,1
4733,14023,17646,1
4734,26126,30731,1
4735,1586,3048,1
4736,8556,13840,1
4737,16312,18967,1
4738,12313,13587,1
4739,4711,25939,1
4740,3064,6814,1
4741,9204,29094,1
4742,2485,15646,1
4743,3541,13944,1
4744,16923,26687,1
4745,17587,26695,1
4746,13886,18744,1
4747,7588,25333,1
4748,8315,16927,1
4749,15149,18944,1
4750,5252,22455,1
4751,17700,19008,1
4752,15789,22850,1
4753,13965,23175,1
4754,5024,31214,1
4755,11439,14971,1
4756,3731,28006,1
4757,18221,19514,1
4758,3731,8401,1
4759,13692,30215,1
4760,17810,29054,1
4761,1895,22757,1
4762,7126,14935,1
4763,20397,25789,1
4764,1237,8506,1
4765,17208,30646,1
4766,14734,20823,1
4767,11902,25910,1
4768,15780,24377,1
4769,14918,25801,1
4770,10268,22132,1
4771,21268,25163,1
4772,5694,21553,1
4773,9158,20578,1
4774,12084,12824,1
4775,10773,11164,1
4776,14971,23662,1
4777,4994,24985,1
4778,6605,19489,1
4779,14190,21626,1
4780,8556,15398,1
4781,19791,22908,1
4782,4653,21127,1
4783,1596,21352,1
4784,9464,21553,1
4785,22218,26543,1
4786,13759,17208,1
4787,6140,14971,1
4788,11974,24794,1
4789,15083,28069,1
4790,13207,30295,1
4791,17148,21212,1
4792,16936,25610,1
4793,14297,31216,1
4794,21990,23970,1
4795,25610,29787,1
4796,19267,26096,1
4797,16783,25333,1
4798,11015,17614,1
4799,14117,19294,1
4800,15086,28025,1
4801,10662,19859,1
4802,3535,26434,1
4803,10149,15974,1
4804,7690,25393,1
4805,20552,26868,1
4806,10270,15142,1
4807,19537,28806,1
4808,9104,14292,1
4809,18435,27517,1
4810,8844,17586,1
4811,983,10662,1
4812,2445,17623,1
4813,12258,24004,1
4814,11462,13682,1
4815,9983,20972,1
4816,20778,26360,1
4817,17393,28210,1
4818,14935,31142,1
4819,15243,26267,1
4820,18631,19105,1
4821,18583,23714,1
4822,26156,29134,1
4823,19323,28218,1
4824,26289,27621,1
4825,3914,26456,1
4826,5692,22443,1
4827,5590,12882,1
4828,5827,16485,1
4829,4744,24827,1
4830,22428,23792,1
4831,13233,26740,1
4832,17790,18804,1
4833,8122,16832,1
4834,1722,9910,1
4835,1736,25333,1
4836,3288,18434,1
4837,19332,28210,1
4838,16018,24377,1
4839,4329,15107,1
4840,21451,25637,1
4841,5862,13213,1
4842,11599,25801,1
4843,21417,26696,1
4844,2476,21553,1
4845,15169,17445,1
4846,25205,27858,1
4847,3288,15275,1
4848,10970,24614,1
4849,8556,8819,1
4850,14707,17200,1
4851,9892,15502,1
4852,10048,15743,1
4853,19567,21662,1
4854,14975,15044,1
4855,9025,22081,1
4856,21170,22454,1
4857,9865,12451,1
4858,7071,18175,1
4859,18924,26114,1
4860,2580,6275,1
4861,18851,24095,1
4862,17970,22543,1
4863,8556,17416,1
4864,6567,9540,1
4865,12632,15011,1
4866,4870,30657,1
4867,3377,16994,1
4868,18171,26267,1
4869,15333,25265,1
4870,17140,25270,1
4871,17346,26543,1
4872,8764,19805,1
4873,1722,26327,1
4874,20283,22589,1
4875,10021,15477,1
4876,21008,24265,1
4877,18030,18851,1
4878,12634,24537,1
4879,4044,5803,1
4880,11809,19710,1
4881,4428,20564,1
4882,82,12875,1
4883,17141,26932,1
4884,19008,28006,1
4885,8865,26763,1
4886,14970,21662,1
4887,9061,27635,1
4888,1992,24170,1
4889,6428,6638,1
4890,19895,30621,1
4891,7194,23402,1
4892,17136,17597,1
4893,9764,10681,1
4894,10662,19645,1
4895,14978,20046,1
4896,18713,24095,1
4897,9718,27176,1
4898,17725,23031,1
4899,11787,17675,1
4900,19119,30002,1
4901,8335,14837,1
4902,7905,11348,1
4903,8077,13526,1
4904,14023,15923,1
4905,19150,25910,1
4906,14023,18938,1
4907,11269,19538,1
4908,17416,21109,1
4909,21622,25957,1
4910,15270,18637,1
4911,10366,20819,1
4912,13044,30427,1
4913,21739,24706,1
4914,6023,12514,1
4915,9865,19851,1
4916,18218,18356,1
4917,11026,16024,1
4918,20718,25142,1
4919,2195,25667,1
4920,1549,28625,1
4921,8122,19831,1
4922,9570,24624,1
4923,11942,28131,1
4924,12393,13862,1
4925,12240,17999,1
4926,25801,28622,1
4927,13202,20480,1
4928,14085,16009,1
4929,13965,26740,1
4930,11462,22154,1
4931,1329,26543,1
4932,5192,23879,1
4933,21601,25706,1
4934,2755,27699,1
4935,22780,27715,1
4936,5789,21553,1
4937,17529,18700,1
4938,10149,19935,1
4939,2977,18286,1
4940,15805,20019,1
4941,3070,25252,1
4942,16389,29420,1
4943,15656,30351,1
4944,14454,18735,1
4945,13979,24199,1
4946,5275,26480,1
4947,15772,18171,1
4948,4164,28131,1
4949,11950,17937,1
4950,10626,18616,1
4951,5389,23462,1
4952,14629,27740,1
4953,13841,14301,1
4954,17437,25589,1
4955,1118,15591,1
4956,6538,18616,1
4957,4482,11088,1
4958,19389,20356,1
4959,577,13956,1
4960,16558,18156,1
4961,2307,16542,1
4962,18703,21364,1
4963,3838,4770,1
4964,7474,25939,1
4965,21246,26434,1
4966,7121,14222,1
4967,13235,21662,1
4968,7342,18107,1
4969,27918,29495,1
4970,18173,25163,1
4971,5384,26521,1
4972,4036,26119,1
4973,6960,23778,1
4974,6421,20314,1
4975,4632,20311,1
4976,13276,24095,1
4977,11618,26434,1
4978,5252,30754,1
4979,7484,12632,1
4980,19492,23840,1
4981,9682,19835,1
4982,2766,21943,1
4983,4700,30141,1
4984,7846,18195,1
4985,2966,5569,1
4986,8976,15874,1
4987,8181,25062,1
4988,20428,24377,1
4989,1344,14022,1
4990,10476,15173,1
4991,9440,25203,1
4992,10340,17970,1
4993,15818,23752,1
4994,3048,19799,1
4995,54,15133,1
4996,24149,31214,1
4997,1983,9704,1
4998,6473,23408,1
4999,3892,11062,1
5000,21502,27744,1
5001,13746,25465,1
5002,18700,20246,1
5003,12464,22948,1
5004,6627,9190,1
5005,15879,19119,1
5006,16820,26480,1
5007,11146,20681,1
5008,7728,10802,1
5009,3870,10555,1
5010,13384,21486,1
5011,9874,21486,1
5012,9874,13384,1
5013,3817,5555,1
5014,8569,11015,1
5015,4641,18210,1
5016,15429,23623,1
5017,9242,15250,1
5018,9430,25539,1
5019,8048,17586,1
5020,9176,11576,1
5021,6328,13934,1
5022,6510,21311,1
5023,15581,17834,1
5024,8539,26333,1
5025,924,16121,1
5026,6463,17278,1
5027,13452,17278,1
5028,10681,17339,1
5029,19534,24667,1
5030,13772,14594,1
5031,14959,18434,1
5032,6605,18434,1
5033,6605,14959,1
5034,1611,14959,1
5035,30215,31160,1
5036,2214,10929,1
5037,16488,18874,1
5038,529,18466,1
5039,14222,27995,1
5040,3048,16862,1
5041,15409,25801,1
5042,3841,18938,1
5043,16466,25968,1
5044,13382,25742,1
5045,14715,27915,1
5046,5311,26787,1
5047,12783,24492,1
5048,8399,27911,1
5049,14993,16542,1
5050,16898,30439,1
5051,16097,18221,1
5052,829,24141,1
5053,19008,24975,1
5054,12633,25462,1
5055,13210,25288,1
5056,9518,9519,1
5057,21373,28479,1
5058,8213,19601,1
5059,15830,25641,1
5060,14292,24666,1
5061,20058,31080,1
5062,6812,22881,1
5063,14706,17278,1
5064,16214,25379,1
5065,5267,29054,1
5066,1024,16097,1
5067,11950,15086,1
5068,2409,15876,1
5069,17278,28025,1
5070,5327,6527,1
5071,10133,15122,1
5072,16822,17278,1
5073,11462,23687,1
5074,18219,21603,1
5075,368,15821,1
5076,2418,11711,1
5077,12036,20017,1
5078,10681,26267,1
5079,8775,30754,1
5080,13204,27243,1
5081,18595,24828,1
5082,23387,31013,1
5083,20684,20909,1
5084,19577,26111,1
5085,20888,25460,1
5086,10268,21236,1
5087,19038,25853,1
5088,8556,14928,1
5089,22464,30127,1
5090,10937,14106,1
5091,20508,21044,1
5092,15512,26687,1
5093,11878,12449,1
5094,16598,24377,1
5095,16996,25270,1
5096,17286,21486,1
5097,13081,24828,1
5098,24004,30599,1
5099,11257,21943,1
5100,1376,24377,1
5101,9334,14146,1
5102,14629,16626,1
5103,13326,28210,1
5104,19093,26267,1
5105,27858,30427,1
5106,9517,14493,1
5107,11370,14023,1
5108,13266,29054,1
5109,15544,25443,1
5110,6169,17278,1
5111,10070,12752,1
5112,19537,25637,1
5113,2861,20429,1
5114,5691,18107,1
5115,10898,19416,1
5116,21040,26869,1
5117,5576,20805,1
5118,17278,21213,1
5119,18022,25076,1
5120,9404,30427,1
5121,18874,26644,1
5122,16026,18408,1
5123,16230,18184,1
5124,13792,24377,1
5125,6700,11660,1
5126,3288,19730,1
5127,9242,21185,1
5128,25743,31013,1
5129,12715,27326,1
5130,17278,19003,1
5131,15398,18819,1
5132,17822,29054,1
5133,20071,24095,1
5134,9410,20134,1
5135,6567,14917,1
5136,5634,8709,1
5137,24203,27715,1
5138,20526,28210,1
5139,18874,29054,1
5140,19321,23755,1
5141,5449,24130,1
5142,20593,26267,1
5143,9342,20266,1
5144,20728,24666,1
5145,19640,26543,1
5146,19537,26155,1
5147,12550,14971,1
5148,13919,25333,1
5149,6098,12820,1
5150,15224,15766,1
5151,14971,17580,1
5152,7419,19147,1
5153,14517,17496,1
5154,6006,8768,1
5155,10843,20733,1
5156,6140,12230,1
5157,4109,7264,1
5158,19651,19851,1
5159,19826,24377,1
5160,209,26416,1
5161,10661,22949,1
5162,4428,4809,1
5163,18333,24575,1
5164,15421,24377,1
5165,16465,21603,1
5166,11950,17364,1
5167,14180,18095,1
5168,6627,31130,1
5169,10268,19740,1
5170,15086,25076,1
5171,17700,28006,1
5172,1971,25094,1
5173,20933,22359,1
5174,18466,26885,1
5175,4266,19467,1
5176,23441,28708,1
5177,4279,15997,1
5178,423,23614,1
5179,10255,11442,1
